player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Korsen-Grobbulus,9/13/20,22:02:36,1600066956-25,[Sabatons of Wrath],16965,item:16965::::::::60,Offspec,0,WARRIOR,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:19387:911:::::::60:::::::|h[Chromatic Boots]|h|r,,4,false,Plate,Feet,,Estaris-Grobbulus
Korsen-Grobbulus,9/13/20,22:03:53,1600067033-32,[Gauntlets of Wrath],16964,item:16964::::::::60,Offspec,0,WARRIOR,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:22714:927:::::::60:::::::|h[Sacrificial Gauntlets]|h|r,,4,false,Plate,Hands,,Estaris-Grobbulus
Ramzergutzin-Grobbulus,9/13/20,22:03:48,1600067028-31,[Red Dragonscale Protector],19348,item:19348::::::::60,Offspec,0,WARRIOR,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:18832:1900:::::::60:::::::|h[Brutality Blade]|h|r,,4,false,Shields,Off Hand,,Estaris-Grobbulus
Pteradactyl-Grobbulus,9/13/20,23:16:38,1600071398-47,[Mana Igniting Cord],19136,item:19136::::::::60,Upgrade,0,MAGE,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16818::::::::60:::::::|h[Netherwind Belt]|h|r,,2,false,Cloth,Waist,,Estaris-Grobbulus
Moty-Grobbulus,9/13/20,23:21:34,1600071694-64,[Blastershot Launcher],17072,item:17072::::::::60,Upgrade,0,ROGUE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18323::::::::60:::1::::|h[Satyr's Bow]|h|r,,2,false,Guns,,,Estaris-Grobbulus
ðëv-Grobbulus,9/13/20,23:20:56,1600071656-63,[Essence of the Pure Flame],18815,item:18815::::::::60,Offspec,1,PALADIN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11819::::::::60:::1::::|h[Second Wind]|h|r,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,4,false,Miscellaneous,Trinket,,Ragnaros
Unsociable-Grobbulus,9/13/20,22:02:49,1600066969-27,[Venomous Totem],19342,item:19342::::::::60,Offspec,0,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:18465::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,4,false,Miscellaneous,Trinket,,Estaris-Grobbulus
Catto-Grobbulus,9/13/20,22:02:03,1600066923-22,[Styleen's Impeding Scarab],19431,item:19431::::::::60,Offspec,0,WARRIOR,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:11815::::::::60:::1::::|h[Hand of Justice]|h|r,|cff0070dd|Hitem:20130::::::::60:::11::::|h[Diamond Flask]|h|r,4,false,Miscellaneous,Trinket,,Estaris-Grobbulus
Doomkon-Grobbulus,9/13/20,23:21:51,1600071711-65,[Drillborer Disk],17066,item:17066::::::::60,Offspec,0,PALADIN,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:19312::::::::60:::14::::|h[Lei of the Lifegiver]|h|r,,4,false,Shields,Off Hand,,Estaris-Grobbulus
Harlena-Grobbulus,9/13/20,23:16:09,1600071369-45,[Mantle of Prophecy],16816,item:16816::::::::60,Upgrade,0,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:11624::::::::60:::1::::|h[Kentic Amice]|h|r,,2,false,Cloth,Shoulder,,Estaris-Grobbulus
Harlena-Grobbulus,9/13/20,23:19:01,1600071541-59,[Leggings of Transcendence],16922,item:16922::::::::60,Upgrade,1,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11841::::::::60:::1::::|h[Senior Designer's Pantaloons]|h|r,,2,false,Cloth,Legs,,Ragnaros
Harlena-Grobbulus,9/13/20,23:22:10,1600071730-66,[The Eye of Divinity],18646,item:18646::::::::60,Upgrade,2,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11819::::::::60:::1::::|h[Second Wind]|h|r,|cff0070dd|Hitem:12930::::::::60:::1::::|h[Briarwood Reed]|h|r,2,false,Miscellaneous,Trinket,,Estaris-Grobbulus
Kimpossible-Grobbulus,9/13/20,22:01:54,1600066914-21,[Bloodfang Belt],16910,item:16910::::::::60,Upgrade,1,ROGUE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:20216::::::::60:::11::::|h[Belt of Preserved Heads]|h|r,,2,false,Leather,Waist,,Estaris-Grobbulus
Kimpossible-Grobbulus,9/13/20,22:03:35,1600067015-30,[Spineshatter],19335,item:19335::::::::60,PVP,1,ROGUE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:22377:1897:::::::60:::11::::|h[The Thunderwood Poker]|h|r,,3,false,One-Handed Maces,Main Hand,,Estaris-Grobbulus
Kimpossible-Grobbulus,9/13/20,23:18:50,1600071530-57,[Nightslayer Pants],16822,item:16822::::::::60,Upgrade,0,ROGUE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:19889::::::::60:::::::|h[Blooddrenched Leggings]|h|r,,2,false,Leather,Legs,,Estaris-Grobbulus
Kimpossible-Grobbulus,9/13/20,23:19:33,1600071573-61,[Nightslayer Boots],16824,item:16824::::::::60,PVP,0,ROGUE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:19906:911:::::::60:::::::|h[Blooddrenched Footpads]|h|r,,3,false,Leather,Feet,,Estaris-Grobbulus
Quel-Grobbulus,9/13/20,22:01:19,1600066879-15,[Bracelets of Wrath],16959,item:16959::::::::60,PVP,1,WARRIOR,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:21457:1885:::::::60:::::::|h[Bracers of Brutality]|h|r,,3,false,Plate,Wrist,,Estaris-Grobbulus
Zoey-Grobbulus,9/13/20,22:00:32,1600066832-10,[Netherwind Mantle],16917,item:16917::::::::60,Offspec,0,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:19370:2605:::::::60:::::::|h[Mantle of the Blackwing Cabal]|h|r,,4,false,Cloth,Shoulder,,Estaris-Grobbulus
Kayumi-Grobbulus,9/13/20,22:01:10,1600066870-13,[Cloak of the Brood Lord],19378,item:19378::::::::60,Upgrade,2,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:15138::::::::60:::::::|h[Onyxia Scale Cloak]|h|r,,2,false,Cloth,Back,,Nefarian
Kayumi-Grobbulus,9/13/20,22:01:33,1600066893-17,[Netherwind Gloves],16913,item:16913::::::::60,Upgrade,2,MAGE,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:18808:2616:::::::60:::::::|h[Gloves of the Hypnotic Flame]|h|r,,2,false,Cloth,Hands,,Estaris-Grobbulus
Backstaber-Grobbulus,9/13/20,22:01:49,1600066909-20,[Drake Fang Talisman],19406,item:19406::::::::60,Best in Slot,2,ROGUE,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:21180::::::::60:::11::::|h[Earthstrike]|h|r,|cffa335ee|Hitem:19954::::::::60:::::::|h[Renataki's Charm of Trickery]|h|r,1,false,Miscellaneous,Trinket,,Estaris-Grobbulus
Colde-Grobbulus,9/13/20,22:01:03,1600066863-12,[Stormrage Chestguard],16897,item:16897::::::::60,PVP,1,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19405::::::::60:::::::|h[Malfurion's Blessed Bulwark]|h|r,,3,false,Leather,Chest,,Nefarian
Colde-Grobbulus,9/13/20,22:37:26,1600069046-34,[Adventurer's Boots of the Whale],10257,item:10257::::::1045:101289472:60,Banking,nil,DRUID,Molten Core-40 Player,Gehennas,9,409,40,,,2,true,Leather,Feet,,Colde-Grobbulus
Colde-Grobbulus,9/13/20,22:37:33,1600069053-35,[Mighty Tunic of the Whale],10151,item:10151::::::1063:1314835456:60,Banking,nil,DRUID,Molten Core-40 Player,Gehennas,9,409,40,,,2,true,Leather,Chest,,Colde-Grobbulus
Colde-Grobbulus,9/13/20,22:46:50,1600069610-36,[Girdle of Prophecy],16817,item:16817::::::::60,Banking,nil,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,,,2,true,Cloth,Waist,,Colde-Grobbulus
Colde-Grobbulus,9/13/20,22:48:45,1600069725-37,[High Councillor's Scepter of the Owl],15941,item:15941::::::783:1304582784:60,Banking,nil,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,,,2,true,Miscellaneous,Held In Off-hand,,Colde-Grobbulus
Colde-Grobbulus,9/13/20,22:58:41,1600070321-38,[Elegant Leggings of the Whale],10217,item:10217::::::1059:1153298816:60,Banking,nil,DRUID,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,,,2,true,Cloth,Legs,,Colde-Grobbulus
Colde-Grobbulus,9/13/20,23:14:17,1600071257-39,[Dalewind Trousers],13008,item:13008::::::::60,Banking,nil,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,,,2,true,Cloth,Legs,,Colde-Grobbulus
Colde-Grobbulus,9/13/20,23:14:17,1600071257-40,[Assassination Blade],13036,item:13036::::::::60,Banking,nil,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,,,2,true,One-Handed Swords,One-Hand,,Colde-Grobbulus
Estaris-Grobbulus,9/13/20,21:23:36,1600064616-0,[Masterwork Boots of Agility],10270,item:10270::::::362:1130639488:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,,,2,true,Mail,Feet,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:33:06,1600065186-1,[Arcane Leggings],8289,item:8289::::::::60,Banking,nil,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,,,2,true,Cloth,Legs,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:35:08,1600065308-2,[High Councillor's Pants of Healing],10141,item:10141::::::2053:1307605376:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,,,2,true,Cloth,Legs,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:40:15,1600065615-3,[Elegant Mantle of the Owl],10210,item:10210::::::789:1976835200:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,,,2,true,Cloth,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:41:51,1600065711-4,[Sharpshooter Harquebus of the Monkey],15325,item:15325::::::596:1212744576:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,,,2,true,Guns,,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:41:54,1600065714-5,[Ornate Shield of Blocking],10362,item:10362::::::1674:1188998144:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,,,2,true,Shields,Off Hand,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:58:59,1600066739-8,[Serpentine Sash],13118,item:13118::::::::60,Banking,nil,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,,,2,true,Leather,Waist,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:58:58,1600066738-7,[Master's Belt of the Whale],10255,item:10255::::::1046:1702859648:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,,,2,true,Cloth,Waist,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:58:58,1600066738-6,[Adventurer's Bandana of Intellect],10261,item:10261::::::395:615737472:60,Banking,nil,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,,,2,true,Leather,Head,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,21:58:59,1600066739-9,[Spaulders of the Unseen],13116,item:13116::::::::60,Banking,nil,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,,,2,true,Leather,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,22:00:49,1600066849-11,[Dragonstalker's Breastplate],16942,item:16942::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Mail,Chest,,Nefarian
Estaris-Grobbulus,9/13/20,22:01:15,1600066875-14,[Interlaced Shadow Jerkin],19439,item:19439::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Flamegor,9,469,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Leather,Chest,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,22:01:37,1600066897-18,[Judgement Belt],16952,item:16952::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,1,true,Plate,Waist,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,22:01:41,1600066901-19,[Therazane's Link],19380,item:19380::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,1,true,Mail,Waist,,Nefarian
Estaris-Grobbulus,9/13/20,22:02:11,1600066931-24,[Taut Dragonhide Belt],19396,item:19396::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,1,true,Leather,Waist,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,22:02:46,1600066966-26,[Shimmering Geta],19391,item:19391::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,,1,true,Cloth,Feet,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,22:03:57,1600067037-33,[Sabatons of Wrath],16965,item:16965::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,,1,true,Plate,Feet,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:15:57,1600071357-42,[Lawbringer Spaulders],16856,item:16856::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,|cffa335ee|Hitem:18810::::::::60:::::::|h[Wild Growth Spaulders]|h|r,,1,true,Plate,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:16:00,1600071360-43,[Pauldrons of Might],16868,item:16868::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:18810::::::::60:::::::|h[Wild Growth Spaulders]|h|r,,1,true,Plate,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:16:47,1600071407-48,[Giantstalker's Breastplate],16845,item:16845::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Mail,Chest,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:16:59,1600071419-49,[Arcanist Robes],16798,item:16798::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Cloth,Chest,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:17:50,1600071470-50,[Nightslayer Gloves],16826,item:16826::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Gehennas,9,409,40,|cffa335ee|Hitem:21617::::::::60:::::::|h[Wasphide Gauntlets]|h|r,,1,true,Leather,Hands,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:18:01,1600071481-51,[Arcanist Gloves],16801,item:16801::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cffa335ee|Hitem:21617::::::::60:::::::|h[Wasphide Gauntlets]|h|r,,1,true,Cloth,Hands,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:18:17,1600071497-54,[Onslaught Girdle],19137,item:19137::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,1,true,Plate,Waist,,Ragnaros
Estaris-Grobbulus,9/13/20,23:18:38,1600071518-55,[Legplates of Wrath],16962,item:16962::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:18875:2591:::::::60:::::::|h[Salamander Scale Pants]|h|r,,1,true,Plate,Legs,,Ragnaros
Estaris-Grobbulus,9/13/20,23:18:45,1600071525-56,[Lawbringer Legplates],16855,item:16855::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:18875:2591:::::::60:::::::|h[Salamander Scale Pants]|h|r,,1,true,Plate,Legs,,Estaris-Grobbulus
Estaris-Grobbulus,9/13/20,23:19:06,1600071546-60,[Cenarion Boots],16829,item:16829::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Lucifron,9,409,40,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,,1,true,Leather,Feet,,Estaris-Grobbulus
