player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Kahleia-Grobbulus,9/27/20,23:26:14,1601281574-55,[Netherwind Pants],16915,item:16915::::::::60,Best in Slot,1,MAGE,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16796::::::::60:::::::|h[Arcanist Leggings]|h|r,,1,false,Cloth,Legs,,Ragnaros
Kahleia-Grobbulus,9/27/20,23:29:29,1601281769-63,[Fire Runed Grimoire],19142,item:19142::::::::60,Upgrade,0,MAGE,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:10796::::::780:1677785088:60:::1::::|h[Drakestone of the Owl]|h|r,,2,false,Miscellaneous,Held In Off-hand,,Estaris-Grobbulus
Pteradactyl-Grobbulus,9/27/20,22:07:27,1601276847-19,[Neltharion's Tear],19379,item:19379::::::::60,Best in Slot,3,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,|cffa335ee|Hitem:18820::::::::60:::::::|h[Talisman of Ephemeral Power]|h|r,1,false,Miscellaneous,Trinket,,Nefarian
ðëv-Grobbulus,9/27/20,23:25:25,1601281525-49,[Flameguard Gauntlets],19143,item:19143::::::::60,Offspec,0,PALADIN,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:18309::::::::60:::1::::|h[Gloves of Restoration]|h|r,,4,false,Plate,Hands,,Estaris-Grobbulus
ðëv-Grobbulus,9/27/20,23:25:47,1601281547-50,[Lawbringer Gauntlets],16860,item:16860::::::::60,Offspec,0,PALADIN,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:18309::::::::60:::1::::|h[Gloves of Restoration]|h|r,,4,false,Plate,Hands,,Estaris-Grobbulus
ðëv-Grobbulus,9/27/20,23:26:47,1601281607-58,[Cauterizing Band],19140,item:19140::::::::60,Best in Slot,5,PALADIN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:19863::::::::60:::::::|h[Primalist's Seal]|h|r,|cff0070dd|Hitem:22334::::::::60:::1::::|h[Band of Mending]|h|r,1,false,Miscellaneous,Finger,,Estaris-Grobbulus
Lorianne-Grobbulus,9/27/20,23:23:03,1601281383-40,[Lawbringer Helm],16854,item:16854::::::::60,PVP,0,PALADIN,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16955::::::::60:::::::|h[Judgement Crown]|h|r,,3,false,Plate,Head,,Estaris-Grobbulus
Lorianne-Grobbulus,9/27/20,23:25:13,1601281513-48,[Flameguard Gauntlets],19143,item:19143::::::::60,PVP,0,PALADIN,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:20264::::::::60:::::::|h[Peacekeeper Gauntlets]|h|r,,3,false,Plate,Hands,,Estaris-Grobbulus
Lorianne-Grobbulus,9/27/20,23:26:02,1601281562-54,[Salamander Scale Pants],18875,item:18875::::::::60,Upgrade,1,PALADIN,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:19895::::::::60:::::::|h[Bloodtinged Kilt]|h|r,,2,false,Leather,Legs,,Estaris-Grobbulus
Bellafrost-Grobbulus,9/27/20,22:06:06,1601276766-12,[Shimmering Geta],19391,item:19391::::::::60,Upgrade,0,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:11822:911:::::::60:::1::::|h[Omnicast Boots]|h|r,,2,false,Cloth,Feet,,Estaris-Grobbulus
Blacklace-Grobbulus,9/27/20,22:05:57,1601276757-11,[Bloodfang Boots],16906,item:16906::::::::60,Upgrade,0,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16824::::::::60:::::::|h[Nightslayer Boots]|h|r,,2,false,Leather,Feet,,Estaris-Grobbulus
Blacklace-Grobbulus,9/27/20,22:08:37,1601276917-24,[Bloodfang Belt],16910,item:16910::::::::60,Upgrade,0,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:20216::::::::60:::11::::|h[Belt of Preserved Heads]|h|r,,2,false,Leather,Waist,,Estaris-Grobbulus
Blacklace-Grobbulus,9/27/20,22:09:52,1601276992-26,[Head of Nefarian],19003,item:19003::::::::60,Upgrade,0,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,2,false,Quest,,,Nefarian
Quel-Grobbulus,9/27/20,22:06:15,1601276775-14,[Lifegiving Gem],19341,item:19341::::::::60,PVP,0,WARRIOR,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:23570::::::::60:::::::|h[Jom Gabbar]|h|r,|cff0070dd|Hitem:11815::::::::60:::1::::|h[Hand of Justice]|h|r,3,false,Miscellaneous,Trinket,,Estaris-Grobbulus
Quel-Grobbulus,9/27/20,22:07:24,1601276844-18,[Bracelets of Wrath],16959,item:16959::::::::60,PVP,0,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:21457:1885:::::::60:::::::|h[Bracers of Brutality]|h|r,,3,false,Plate,Wrist,,Estaris-Grobbulus
Saiter-Grobbulus,9/27/20,23:24:37,1601281477-42,[Choker of Enlightenment],17109,item:17109::::::::60,Best in Slot,0,MAGE,Molten Core-40 Player,Lucifron,9,409,40,|cff1eff00|Hitem:12024::::::859:283417856:60:::::::|h[Vanadium Talisman of the Eagle]|h|r,,1,false,Miscellaneous,Neck,,Estaris-Grobbulus
Saiter-Grobbulus,9/27/20,23:27:20,1601281640-60,[Crimson Shocker],17077,item:17077::::::::60,Offspec,0,MAGE,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:13938::::::::60:::1::::|h[Bonecreeper Stylus]|h|r,,4,false,Wands,,BRD Farm,Estaris-Grobbulus
Saiter-Grobbulus,9/27/20,23:27:27,1601281647-61,[Staff of Dominance],18842,item:18842::::::::60,Best in Slot,1,MAGE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18534::::::::60:::1::::|h[Rod of the Ogre Magi]|h|r,,1,false,Staves,Two-Hand,,Estaris-Grobbulus
Doomkon-Grobbulus,9/27/20,22:05:54,1601276754-10,[Legguards of the Fallen Crusader],19402,item:19402::::::::60,Offspec,0,PALADIN,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:19385:2584:::::::60:::::::|h[Empowered Leggings]|h|r,,4,false,Plate,Legs,,Estaris-Grobbulus
Doomkon-Grobbulus,9/27/20,22:08:17,1601276897-22,[Helm of Endless Rage],19372,item:19372::::::::60,Offspec,0,PALADIN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19132:2584:::::::60:::::::|h[Crystal Adorned Crown]|h|r,,4,false,Plate,Head,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,22:05:19,1601276719-3,[Pauldrons of Wrath],16961,item:16961::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16902::::::::60:::::::|h[Stormrage Pauldrons]|h|r,,1,true,Plate,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,22:05:31,1601276731-6,[Breastplate of Wrath],16966,item:16966::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Plate,Chest,,Nefarian
Estaris-Grobbulus,9/27/20,22:05:42,1601276742-7,[Dragonstalker's Breastplate],16942,item:16942::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Mail,Chest,,Nefarian
Estaris-Grobbulus,9/27/20,22:05:48,1601276748-8,[Gauntlets of Wrath],16964,item:16964::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:16899:930:::::::60:::::::|h[Stormrage Handguards]|h|r,,1,true,Plate,Hands,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,22:06:10,1601276770-13,[Boots of Transcendence],16919,item:16919::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,,1,true,Cloth,Feet,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,22:07:03,1601276823-17,[Judgement Bindings],16951,item:16951::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16904:2566:::::::60:::::::|h[Stormrage Bracers]|h|r,,1,true,Plate,Wrist,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,22:07:33,1601276853-20,[Arcane Infused Gem],19336,item:19336::::::::60,Disenchant,0,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,|cffa335ee|Hitem:19955::::::::60:::::::|h[Wushoolay's Charm of Nature]|h|r,1,true,Miscellaneous,Trinket,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:22:49,1601281369-38,[Circlet of Prophecy],16813,item:16813::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16900:2591:::::::60:::::::|h[Stormrage Cover]|h|r,,1,true,Cloth,Head,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:23:00,1601281380-39,[Felheart Shoulder Pads],16807,item:16807::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,|cffa335ee|Hitem:16902::::::::60:::::::|h[Stormrage Pauldrons]|h|r,,1,true,Cloth,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:24:41,1601281481-43,[Pauldrons of Might],16868,item:16868::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:16902::::::::60:::::::|h[Stormrage Pauldrons]|h|r,,1,true,Plate,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:24:44,1601281484-44,[Fireguard Shoulders],19139,item:19139::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:16902::::::::60:::::::|h[Stormrage Pauldrons]|h|r,,1,true,Leather,Shoulder,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:25:01,1601281501-46,[Giantstalker's Breastplate],16845,item:16845::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Mail,Chest,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:25:04,1601281504-47,[Arcanist Robes],16798,item:16798::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,true,Cloth,Chest,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:25:50,1601281550-51,[Giantstalker's Gloves],16852,item:16852::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cffa335ee|Hitem:16899:930:::::::60:::::::|h[Stormrage Handguards]|h|r,,1,true,Mail,Hands,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:25:54,1601281554-52,[Dragonstalker's Legguards],16938,item:16938::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16901:2591:::::::60:::::::|h[Stormrage Legguards]|h|r,,1,true,Mail,Legs,,Ragnaros
Estaris-Grobbulus,9/27/20,23:25:58,1601281558-53,[Cenarion Leggings],16835,item:16835::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:16901:2591:::::::60:::::::|h[Stormrage Legguards]|h|r,,1,true,Leather,Legs,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:26:17,1601281577-56,[Pants of Prophecy],16814,item:16814::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:16901:2591:::::::60:::::::|h[Stormrage Legguards]|h|r,,1,true,Cloth,Legs,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:26:20,1601281580-57,[Felheart Slippers],16803,item:16803::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,,1,true,Cloth,Feet,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:27:07,1601281627-59,[Ancient Petrified Leaf],18703,item:18703::::::::60,Banking,0,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,,,2,true,Quest,,,Estaris-Grobbulus
Estaris-Grobbulus,9/27/20,23:27:40,1601281660-62,[Shadowstrike],17074,item:17074::::::::60,Disenchant,0,DRUID,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:19360:2505:::::::60:::::::|h[Lok'amir il Romathis]|h|r,|cffa335ee|Hitem:19312::::::::60:::14::::|h[Lei of the Lifegiver]|h|r,1,true,Polearms,Two-Hand,,Estaris-Grobbulus
