player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Moty-Grobbulus,9/23/20,22:25:20,1600932320-8,[Qiraji Bindings of Command],20928,item:20928::::::::60,Best in Slot,1,ROGUE,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,|cffa335ee|Hitem:19835:2606:::::::60:::11::::|h[Zandalar Madcap's Mantle]|h|r,|cffa335ee|Hitem:21359:1887:::::::60:::11::::|h[Deathdealer's Boots]|h|r,1,false,Quest,,,Estaris-Grobbulus
ðëv-Grobbulus,9/23/20,22:27:43,1600932463-15,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,PVP,0,PALADIN,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,|cff0070dd|Hitem:19928::::::::60:::::::|h[Animist's Spaulders]|h|r,|cffa335ee|Hitem:21704::::::::60:::::::|h[Boots of the Redeemed Prophecy]|h|r,3,false,Quest,,,Estaris-Grobbulus
Colde-Grobbulus,9/23/20,21:17:54,1600928274-0,[Resplendent Epaulets of the Owl],14325,item:14325::::::790:1124771712:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,,,2,true,Cloth,Shoulder,,Colde-Grobbulus
Colde-Grobbulus,9/23/20,21:32:29,1600929149-1,[Dragon Finger of the Wolf],15282,item:15282::::::511:1952649728:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,true,Wands,,,Colde-Grobbulus
Colde-Grobbulus,9/23/20,22:48:42,1600933722-17,[Battlefell Sabre of the Bear],15220,item:15220::::::1199:2400640:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,2,true,One-Handed Swords,Main Hand,,Colde-Grobbulus
Colde-Grobbulus,9/23/20,23:00:19,1600934419-18,[Shin Blade of the Monkey],15257,item:15257::::::635:1263585280:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,,,2,true,Two-Handed Swords,Two-Hand,,Colde-Grobbulus
Colde-Grobbulus,9/23/20,23:45:54,1600937154-21,[Qiraji Execution Bracers],21602,item:21602::::::::60,Best in Slot,0,DRUID,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cff0070dd|Hitem:19687::::::::60:::::::|h[Primal Batskin Bracers]|h|r,,1,false,Leather,Wrist,,Estaris-Grobbulus
Quel-Grobbulus,9/23/20,23:50:06,1600937406-26,[Ouro's Intact Hide],20927,item:20927::::::::60,Best in Slot,0,WARRIOR,Ahn'Qiraj Temple-40 Player,Ouro,9,531,40,|cffa335ee|Hitem:14554:1506:::::::60:::::::|h[Cloudkeeper Legplates]|h|r,,1,false,Quest,,,Estaris-Grobbulus
Jahlia-Grobbulus,9/23/20,22:21:47,1600932107-4,[Robes of the Guardian Saint],21663,item:21663::::::::60,Upgrade,1,PRIEST,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,|cffa335ee|Hitem:16923::::::::60:::::::|h[Robes of Transcendence]|h|r,,2,false,Cloth,Chest,,Estaris-Grobbulus
Aconites-Grobbulus,9/23/20,22:19:18,1600931958-2,[Cape of the Trinity],21697,item:21697::::::::60,Offspec,1,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,|cffa335ee|Hitem:19430:2620:::::::60:::::::|h[Shroud of Pure Thought]|h|r,,4,false,Cloth,Back,,Estaris-Grobbulus
Aconites-Grobbulus,9/23/20,22:22:04,1600932124-5,[Robes of the Battleguard],21671,item:21671::::::::60,Offspec,0,DRUID,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,|cffa335ee|Hitem:16897:1892:::::::60:::::::|h[Stormrage Chestguard]|h|r,,4,false,Cloth,Chest,,Estaris-Grobbulus
Aconites-Grobbulus,9/23/20,22:26:00,1600932360-11,[Idol of Health],22399,item:22399::::::::60,Best in Slot,1,DRUID,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,1,false,Idols,Relic,,Estaris-Grobbulus
Backstaber-Grobbulus,9/23/20,22:25:29,1600932329-9,[Qiraji Bindings of Command],20928,item:20928::::::::60,Best in Slot,1,ROGUE,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:19835:2606:::::::60:::11::::|h[Zandalar Madcap's Mantle]|h|r,|cffa335ee|Hitem:16906:1887:::::::60:::::::|h[Bloodfang Boots]|h|r,1,false,Quest,,,Estaris-Grobbulus
Zoey-Grobbulus,9/23/20,23:50:27,1600937427-27,[Vek'nilash's Circlet],20926,item:20926::::::::60,Upgrade,1,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cff0070dd|Hitem:19886:2588:::::::60:::::::|h[The Hexxer's Cover]|h|r,,2,false,Quest,,,Estaris-Grobbulus
Kayumi-Grobbulus,9/23/20,23:45:32,1600937132-20,[Cloak of the Devoured],22731,item:22731::::::::60,Best in Slot,1,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cffa335ee|Hitem:19378::::::::60:::::::|h[Cloak of the Brood Lord]|h|r,,1,false,Cloth,Back,,C'thun
Kayumi-Grobbulus,9/23/20,23:48:29,1600937309-24,[Husk of the Old God],20933,item:20933::::::::60,Best in Slot,1,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cff0070dd|Hitem:19682:928:::::::60:::::::|h[Bloodvine Vest]|h|r,,1,false,Quest,,,C'thun
